Identifier,District,Municipality/Union,Ward Number,Latitude,Longitude,Name of Household,"What is the total number of household members, including yourself?",Water Service Level,Main source of drinking water,Main source of water for other purposes,Specific Location of Water Collection,Time to Collect Water,Times in Last Month When Drinking Water Quantity Was Insufficient,Fecal and Chemical Levels Acceptable,Sanitation Service Level,Type of Toilet Facility,Facility is shared with others outside of the household,Location of sanitation facility,Emptying of on-site sanitation facilities,Disposal of excreta from onite sanitation facilities,Hygiene Service Ladder,Type of Handwashing Facility Used Most Often,Water Available at Handwashing Facility,Soap Available
0n7m-6x57-wd1a,Barguna,Patharghata Municipality,4,22.0458088,89.96664027,,2,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
430x-2yc6-f3x7,Satkhira,Kalaroa Municipality,2,22.86634029,89.03854213,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own dwelling,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
b0j1-krpu-d1t4,Satkhira,Kalaroa Municipality,4,22.84898392,89.03518208,,8,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
4mv7-00cj-sd01,Barguna,Paurashava,6,22.13808629,90.22890214,,7,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Contaminated,Limited,Ventilated Improved Pit latrine (VIP),Yes,In own plot/yard,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
aqqf-k1xj-mk9j,Satkhira,Kalaroa Municipality,4,22.84884386,89.03670509,,4,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
nmsc-8hp8-48f5,Barguna,Patharghata Municipality,9,22.05099477,89.97550514,,3,Basic,Piped water to yard/plot,,Water is located within the premises,Water is located on the premises,Don't Know,Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
nx0e-nxqu-egg5,Satkhira,Kalaroa Municipality,2,22.86629461,89.03991125,,4,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
94yx-muyv-hq2y,Barguna,Patharghata Municipality,4,22.04602779,89.96609129,,4,Safely Managed,Rainwater collection,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Basic,Twinpit offset latrine,No,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
q0yt-66as-tvx4,Satkhira,Kalaroa Municipality,2,22.86704341,89.04114729,,4,Safely Managed,Bottled water,Piped water into dwelling (household connection),Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
j4ku-yk9k-afdn,Barguna,Paurashava,1,22.14387191,90.23456834,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
dsh5-h4nj-5b3q,Barguna,Paurashava,6,22.13751049,90.22891577,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
17nj-ypxr-0g0f,Barguna,Paurashava,6,22.13879272,90.22828841,,4,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
hfww-m02j-vvwh,Barguna,Paurashava,6,22.13770026,90.22735383,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
1nbb-u3h9-f20e,Barguna,Paurashava,6,22.1372238,90.22795176,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
2ew4-9qjr-6jp5,Barguna,Paurashava,6,22.13282438,90.2288844,,2,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
qsh7-0udn-fagv,Barguna,Paurashava,1,22.14843656,90.2388292,,6,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Not Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
eqv4-guy7-x25s,Barguna,Paurashava,1,22.14555689,90.23401724,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
5yyc-kv0y-ms9t,Barguna,Paurashava,1,22.14680617,90.23897479,,3,Safely Managed,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
csuf-mhdx-kxtk,Barguna,Paurashava,2,22.14019812,90.23246586,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
cwya-fmbg-pw6y,Barguna,Badarkhali Union,3,22.1855089,90.10207366,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
ggw3-cq0p-qpek,Barguna,Paurashava,6,22.13406738,90.23060512,,5,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
f31e-kfp4-9bg8,Satkhira,Kalaroa Municipality,4,22.85035157,89.03647714,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
n16e-qp5s-g8qm,Satkhira,Kalaroa Municipality,2,22.8685061,89.04131917,,5,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Limited,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap is not available
ykh0-ex2w-saqu,Barguna,Barguna Municipality,7,22.16062169,90.1148537,,5,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Pit latrine with slab,No,In own dwelling,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
h3qq-2s8t-1ehs,Barguna,Gourichanna Union,8,22.19132955,90.1324027,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
7qr0-mppb-2060,Barguna,Patharghata Municipality,4,22.04682798,89.96557941,,3,Basic,Piped water to yard/plot,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
08my-25rw-10aj,Satkhira,Kalaroa Municipality,4,22.85165723,89.03627625,,4,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Limited,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap is not available
p7gx-1f0t-mpcw,Barguna,Paurashava,6,22.13398883,90.23075772,,10,Basic,Deep tubewell/borehole,,More than 500 meters/1600 feet,Less than 30 minutes,Sufficient,Not Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
1vj8-njxq-mjcg,Satkhira,Kalaroa Municipality,2,22.86886463,89.03981776,,7,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
9778-8crg-5kb2,Barguna,Barguna Municipality,7,22.15954055,90.11496291,,9,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Pit latrine with slab,No,In own dwelling,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
672w-ek04-5qp7,Barguna,Paurashava,6,22.13406081,90.23114578,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
prnd-u02r-x3ds,Satkhira,Kalaroa Municipality,4,22.85075743,89.0335972,,4,Limited,Deep tubewell/borehole,,Between 150 and 500 meters / between 500 and 1600 feet,More than 30 minutes,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
xpm0-x8bt-uy4h,Barguna,Patharghata Municipality,4,22.04722339,89.96573689,,3,Basic,Public tap/standpipe,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Twinpit offset latrine,No,In own plot/yard,Don't Know,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
n2gk-kmkt-c0sq,Barguna,Barguna Municipality,7,22.15929144,90.11500818,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Pit latrine with slab,No,In own dwelling,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
398j-pnw3-p79h,Barguna,Gourichanna Union,8,22.18013492,90.13144366,,7,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
583v-ya9u-m617,Satkhira,Kalaroa Municipality,2,22.86974929,89.04000506,,4,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
w7ds-gw3x-pd4x,Satkhira,Shatkhira Municipality,1,22.72628613,89.08234956,,5,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
ty0s-ss3d-bua4,Barguna,Barguna Municipality,7,22.15933599,90.11520892,,7,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Toilet that flush/pour to septic tank,Yes,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
anbh-2act-qe1f,Barguna,Badarkhali Union,3,22.18160763,90.0978279,,8,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
06xv-2qsn-js4c,Satkhira,Kalaroa Municipality,4,22.85208847,89.03834858,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
v953-yuvp-5kg0,Satkhira,Kalaroa Municipality,2,22.86967835,89.04033231,,3,Safely Managed,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
c5a2-wtne-904q,Barguna,Patharghata Municipality,4,22.04675592,89.96584751,,3,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,Don't Know,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
5t6g-29jw-gb57,Barguna,Barguna Municipality,7,22.15912455,90.11492126,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Basic,Toilet that flush/pour to septic tank,No,In own plot/yard,Don't Know,,No Facility,No handwashing place available in dwelling/plot/yard,,
vh06-dfk5-5h4e,Satkhira,Shatkhira Municipality,1,22.7262688,89.0824178,,8,Safely Managed,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
dqhe-mcxb-93pb,Satkhira,Kalaroa Municipality,4,22.8516368,89.03976737,,8,Basic,AIRP (Arsenic iron removal plant),,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
28h6-eday-cdyt,Satkhira,Kalaroa Municipality,2,22.86969777,89.04231187,,2,Safely Managed,AIRP (Arsenic iron removal plant),,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
68p3-bvv7-1vud,Barguna,Gourichanna Union,8,22.18345421,90.13603004,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
bt2s-jjw7-fwuv,Satkhira,Shatkhira Municipality,1,22.72331183,89.08495714,,9,Basic,Piped water into dwelling (household connection),,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
w2bg-j9vm-eyq1,Barguna,Badarkhali Union,3,22.16870776,90.08878178,,8,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Twinpit offset latrine,No,In own dwelling,Yes,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
